Tender Title,Description,Location,Opening Date,Closing Date,Tender Amount,Tender Link
Kurnool Municipal Corporation Tender,"8-1/General Fund/EE&SE/Knl/21-22,dt.20-04-2021 - Supply And Delivery Of Sluice Valves And Cid Joints For Maintenance Of Water Supply Distribution System In Munagalapadu And Mamidalapadu, Stantanpuram, Balaji Nagar, Santosh Nagar, Vijayalaxmi Nagar, Geethamukharji Nagar Etc In Ward No.37, 38, 39 And 40.","Kurnool, Andhra Pradesh",23 Apr 2021,11 May 2021,₹ 8 Lac,https://bidassist.com/all-tenders/kurnool-municipal-corporation/detail-d6907379-b814-48c9-9fe2-b903b0bed283?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Department For Promotion Of Industry And Internal Trade - DIPP Tender,"IICC/2021/03/001 - Request For Qualification Rfq Cum Request For Proposal Rfp For Supply, Installation, Testing And Commissioning Of Kitchen Equipment In Exhibition Hall 1 And Convention Centre At Iicc Dwarka, New Delhi, On Turnkey Basis","Delhi, Delhi",23 Mar 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/department-for-promotion-of-industry-and-internal-trade/detail-1773b32f-aef4-4ef3-8ad7-25bfba4e1d04?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Greater Visakhapatnam Municipal Corporation - GVMC Tender,02/2021-22/EE-III(WS)/DB-III dt.16-04-2021 (Item No. 18) - Supply And Delivery Of Di D/f Gate Valves (sluice Valves) Of Various Size To 9 Merged Panchyats I.e.ward.no 69 To 72 Of Gvmc For The Year 2021-22,Andhra Pradesh,18 Apr 2021,03 May 2021,₹ 17.4 Lac,https://bidassist.com/all-tenders/greater-visakhapatnam-municipal-corporation/detail-247c59c4-b6d2-432f-8e8d-aa918e8817e7?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Greater Visakhapatnam Municipal Corporation - GVMC Tender,"03/2021-22/EE-I(WS)/DB-I dt.12-04-2021/Item-03 - Supply And Delivery Of Ci D/f Sluice Valves &air Valves For W.nos.5,6,7 & 8 Under A.e-24 Section For The Year 2021-2022.","Visakhapatnam, Andhra Pradesh",15 Apr 2021,30 Apr 2021,₹ 10.2 Lac,https://bidassist.com/all-tenders/greater-visakhapatnam-municipal-corporation/detail-5c670101-2689-4609-975d-792553f80601?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Military Engineer Services - MES Tender,81168 - Special Repairs To Mes Installation At North Camp (pump House No. 3) At Ats Belagavi,"Belagavi, Karnataka",23 Apr 2021,06 May 2021,Refer Documents,https://bidassist.com/all-tenders/military-engineer-services/detail-6decf2e9-67b8-4b6e-a150-84e43b40c80d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Diu District Tourism Department Diu Tender,"1-40-DT-ADM-Part-Kh-2020-21-19 - Running For License Basis Used 12 Shops At Khukri Memorial Hill/ Park At Chakratirth Beach, Diu","Diu, Daman & Diu",24 Apr 2021,15 May 2021,Refer Documents,https://bidassist.com/all-tenders/diu-district-tourism-department-diu/detail-2f188a98-4fb0-42c7-a540-921b666c5c1d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Uttar Pradesh Upbhokta Sahkari Sangh Limited Tender,24/UPSS/WHEAT/DEORIA/2021-22 - Handling And Transportation Of Wheat Purchase Center- Kvssl-gaura Bankata Deoria,"Kushinagar, Uttar Pradesh",20 Apr 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/uttar-pradesh-upbhokta-sahkari-sangh-limited/detail-08d71df8-fcb7-4ff1-9846-9133123627d0?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Uttar Pradesh Upbhokta Sahkari Sangh Limited Tender,24/UPSS/WHEAT/DEORIA/2021-22 - Handling And Transportation Of Wheat Purchase Center- Kvssl-chandauli Deoria,"Kushinagar, Uttar Pradesh",20 Apr 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/uttar-pradesh-upbhokta-sahkari-sangh-limited/detail-25009a92-a33f-4e90-b486-dc19d4bd8e71?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Uttar Pradesh Upbhokta Sahkari Sangh Limited Tender,24/UPSS/WHEAT/DEORIA/2021-22 - Handling And Transportation Of Wheat Purchase Center- Kvssl-harnahi Deoria,"Kushinagar, Uttar Pradesh",20 Apr 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/uttar-pradesh-upbhokta-sahkari-sangh-limited/detail-9cdd4a47-9ecf-4dd8-ba43-9223a76a209b?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Uttar Pradesh Upbhokta Sahkari Sangh Limited Tender,24/UPSS/WHEAT/DEORIA/2021-22 - Handling And Transportation Of Wheat Purchase Center- Kuvkssl-pipra Baghel Deoria,"Kushinagar, Uttar Pradesh",20 Apr 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/uttar-pradesh-upbhokta-sahkari-sangh-limited/detail-a01da0e2-2797-482f-8381-03f7d7809f5b?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Uttar Pradesh Upbhokta Sahkari Sangh Limited Tender,24/UPSS/WHEAT/DEORIA/2021-22 - Handling And Transportation Of Wheat Purchase Center- Adarsh Upss-baitalpur Deoria,"Kushinagar, Uttar Pradesh",27 Apr 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/uttar-pradesh-upbhokta-sahkari-sangh-limited/detail-f944d058-8de2-4eb3-b1ee-8fa3a9f668dd?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Department Of Agricultural Research And Education - DARE Tender,"07/2021-22 - Job Contract For The Miscellaneous Agricultural And Allied Work At Icar-crijaf, Barrackpore","North 24 Parganas, West Bengal",14 Apr 2021,04 May 2021,Refer Documents,https://bidassist.com/all-tenders/department-of-agricultural-research-and-education/detail-2a3b18a1-42a2-48fd-88a5-d9c07b2ce54e?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
New Mangalore Port Trust - NMPT Tender,CE/EE/EST/SHOP-EMC/7/2020 - Allotment Of Shops On Long Term Lease In The Port Market Complex Through Tender Cum Auction,"Dakshina Kannada, Karnataka",09 Nov 2020,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/new-mangalore-port-trust/detail-99e63495-efeb-43d5-a29d-05448524b28a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Military Engineer Services - MES Tender,8779/E8 - Functional Requirement Of Water Supply Installations At Naval Base Kochi,"Ernakulam, Kerala",22 Apr 2021,06 May 2021,₹ 48.8 Lac,https://bidassist.com/all-tenders/military-engineer-services/detail-8e50f907-b957-4aec-bdcd-315d215d5baf?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Defence Research And Development Organisation - DRDO Tender,"80239 CCE SM EMU CROCKERY BRKD - Supply Of Crockery, Cutlery And Deficient Items For Transit Facility At Borkhedi, Nagpur","Nagpur, Maharashtra",16 Apr 2021,03 May 2021,₹ 14.4 Lac,https://bidassist.com/all-tenders/defence-research-and-development-organisation/detail-98690df9-90ff-4346-8758-959f7d1dca45?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Kakinada Municipal Corporation Tender,"ROC.NO.2129/2021/E3 - Providing Interconnecctions At 450mm Rcc To 300mm Di Pipe Line, 110mm Hdpe Lines For Improving Watersupply At Pragathi College Junction, Sri Vidya Colony And D-mart Junction In 4th Division.","East Godavari, Andhra Pradesh",21 Apr 2021,29 Apr 2021,₹ 6.4 Lac,https://bidassist.com/all-tenders/kakinada-municipal-corporation/detail-82b83f39-8225-4899-b9f0-c575f248f5f5?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Indian Oil Corporation Limited - IOCL Tender,BCCM214901 - Rate Contract For Expert Supervisory Services For Overhauling And Troubleshooting Of Sundyne Make Pumps Of Various Units In Barauni Refinery.,-,19 Apr 2021,28 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/indian-oil-corporation-limited/detail-cb29247d-3594-41e6-a20e-106988228226?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Bharat Heavy Electricals Limited - BHEL Tender,"PSER/PUR/MJA/S438/21 - Deputation Of Expert For Calibration And Checking Of Probes/sensors Shinkawa-make Including Controllers Installed At Unit-3, 210 Mw Kwu Design, Mejia Tps, Dvc, West Bengal.","Bankura, West Bengal",23 Apr 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/bharat-heavy-electricals-limited/detail-e8b30a68-2858-401d-a0a2-e66cf391b0a0?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Srinagar Municipal Corporation - HAUDD Tender,RFP 01 OF 20-21/VET - Agency To Carry Outwork Of Animal Birth Control (abc) And Anti-rabies Vaccinations (arv) Of Stray Dogs In All The 35 Administrative (74 Electoral) Wards Of Srinagar Municipal Corporation,"Srinagar, Jammu & Kashmir",03 Apr 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/srinagar-municipal-corporation/detail-ab7d830b-637e-4264-a5f8-a8960db757e9?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Municipal Administration - DMA Tender,DMA/2020-21/WS/WORK_INDENT107840/CALL-2 - Providing And Laying 200mm Diameter K-7 Class Di Raising Main And To Distribution Line Hdpe Pipe Of Diameter 160mm & 250mm From Vedavathi First Grade Science College To Sri Gurusiddarameshwara Krupa In Huliyar Main Road In Hiriyur Cmc,"Chitradurga, Karnataka",08 Apr 2021,10 May 2021,₹ 50 Lac,https://bidassist.com/all-tenders/directorate-of-municipal-administration/detail-f2388d7e-202e-4cb0-ba26-4d9d109625aa?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Municipal Administration - DMA Tender,DMA/2021-22/WS/WORK_INDENT115281 - Providing & Laying Of New Distribution Pipeline From New Oht Tanks In Chittapur Town,-,16 Apr 2021,03 May 2021,₹ 34.6 Lac,https://bidassist.com/all-tenders/directorate-of-municipal-administration/detail-dd5a25a1-55b0-41fc-af53-5e7aeb7614bd?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Municipality - CDMA Tender,"E1/355/MCT/2021-22 - Laying Of 90mm & 110mm Dia Hdpe Pipe Line From Katike Adivayya(h) To Opp. Hp Petrol Pump In 13th Ward,toopran Municipality,medak-dist.",Telangana,24 Apr 2021,30 Apr 2021,₹ 3.9 Lac,https://bidassist.com/all-tenders/municipality/detail-5d3cc813-78ca-4f6f-a1f0-5926efbff14c?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Irrigation Department - UPMID Tender,"MI/2020-21/LI/WORK_INDENT31748/CALL-2 - Repairs To Canals Of Vyasanakere 2nd Stage 1st Lift Lis In Hosapete Taluk Ballari Dist.,","Ballari, Karnataka",27 Apr 2021,04 May 2021,₹ 8.9 Lac,https://bidassist.com/all-tenders/irrigation-department/detail-2428676d-4383-41c9-b4a4-2688e0b9aa0a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Municipality - CDMA Tender,E/171/2020-21 - Laying Of 110mm Dia Hdpe Pipe Line From Kvr Garden To Modi Phase-2 In Kompally Municipality Under Municipal General Funds 2020-21,Telangana,22 Apr 2021,29 Apr 2021,₹ 8.4 Lac,https://bidassist.com/all-tenders/municipality/detail-d9cb326f-fef2-4931-bf7c-7e3f8cfdf98a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"WBPHED/EE/MD/NIeT _21 of 2020-2021 - Revamping Of Electric Operated Monorail Chain Pulley Block Dozing Tank, Flash Mixing Unit ,valves, Electric Actuator And Control Panel For Filter Bed And Tube Settler Of Sedimentation Base Hopper Of Balupur Water Treatment Plant Under Malda Divis","Malda, West Bengal",26 Feb 2021,10 May 2021,Refer Documents,https://bidassist.com/all-tenders/public-health-engineering-department/detail-831b0312-f0ee-412e-8c86-93d0ef90af8f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,RWSSD/2020-21/WS/WORK_INDENT28355 - Providing Fhtc's To 19 Household In Hatakinal Habitation Of Hatakinal Village Kalagahtagi Taluk Of Dharwd District By Augmentation Of Svs To Hatakinal Village In Dharwad District (40lpcd) (new Fhtc 91 And Retrofitting Of 17 Taps) (general Category),"Dharwad, Karnataka",16 Apr 2021,29 Apr 2021,₹ 19.2 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-6bd68389-a44b-4312-a421-650886f4842b?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Defence Research And Development Organisation - DRDO Tender,"EMU(RnD)/ENQ/SHREDDER SYSTEM/DIAT/PUNE - Provision Of Organic Waste Shredder System Under Swachh Bharat Abhiyan Of Residential Colony Located Near Tf-ii And Diat Institute At Pashan, Pune","Pune, Maharashtra",12 Apr 2021,03 May 2021,₹ 6 Lac,https://bidassist.com/all-tenders/defence-research-and-development-organisation/detail-37ae9bc0-8e3a-4166-9960-5e0a3d98d154?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Local Bodies - DOLBU Tender,"BSCL/2020-21/778-2 - Engineering, Procurement And Construction Of Bareilly Haat And Handicrafts Centre With 1 Year Defect Liability Under Smart City Mission","Bareilly, Uttar Pradesh",20 Mar 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/directorate-of-local-bodies/detail-a8afb6d0-7643-434f-afa4-2ced063b3187?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,NIT-04-07/2021-22 PHED RURAL DIV BHILWARA - 04-pratap Pura Ki Jhopdiyo Me Pratappura Uchhya Jalashya Avam Pipe Line Ka Karya,"Bhilwara, Rajasthan",08 Apr 2021,07 May 2021,₹ 90.6 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-e35d5e04-a0a1-4a87-ab63-eb3737ab7b71?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,JJM Nit 13 to 20 and 22 to 28 in Division Kekri - Nit No 26 Conversion From P And T To Piped Scheme P L J T C Of Distribution Pipelines And Construction And Commissiong Of Ohsr To Provide Fhtc Connection To Rwss Aallambu Gram Panchayat Kadera Tehsil Kekri Mla Constituency Kekri District Ajmer,"Ajmer, Rajasthan",22 Apr 2021,10 May 2021,₹ 1 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-ee711ad8-8836-41ff-ba12-85e28952ba02?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"Tender Notice No .TO/ 76/2020-21 Dated 6-4-2021 of the Superintending Engineer, RWS & S Circle, Kurnool - Providing Fhtc S In Sunkeswari Habitation By Utilizing Existing Infrastructure Retrofitting Augmentation In Mantralayam Mandal Of Kurnool District","Kurnool, Andhra Pradesh",18 Apr 2021,03 May 2021,₹ 45.9 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-b92f7e4c-3fc5-4439-999c-f21b514b440a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT27607/CALL-3 - Providing Fhtc's To 100, Household In Masalikatti Habitation Of Masalikatti Village In Kalaghatagi Taluk, Dharwad District By Augmentation Of Svs To Masalikatti Village In Dharwad District (40 Lpcd) (new Fhtc 105 And Retrofitting Of 30 Households) (general Category)","Dharwad, Karnataka",19 Apr 2021,29 Apr 2021,₹ 17.3 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-b8e4f20d-0aac-4e6c-bb3b-2caaa7bf59bf?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Haryana Police Housing Corporation Limited - HPHC Tender,2021/HPHC/APRIL-10/12 - Providing And Fixing Various Items Under Accessible India Campaign At Various Places In Distt. Rohtak And Sonepat,"Panchkula, Haryana",22 Apr 2021,04 May 2021,Refer Documents,https://bidassist.com/all-tenders/haryana-police-housing-corporation-limited/detail-c921e3be-6d97-4531-817d-d5a8436bdc8f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"Tender Notice No.99/2020-21, Dt. 25-02-2021 - Providing Fhtcs In Talluru Habitation Of Talluru(11) Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Tuni Mandal","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 40.6 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-51f5415d-a493-4039-96c2-1a3468c1735a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,NIT 7 to 11/2021-22 of SE PHED Circle Ajmer - Construction Of Ohsr And Providing Laying Jointing Testing And Commissioning Of Rising And Distribution Pipelines Of Various Sizes And Types To Provide Fhtc Under Jjm In Village Nand Gram Pancyat Nand Ps Ajmer Rural Under Mla Constituency Pushkar,"Ajmer, Rajasthan",12 Apr 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/public-health-engineering-department/detail-43d8dc04-7345-41f9-9970-24c26a1ab77a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Military Engineer Services - MES Tender,8862/GE(I)CG - Potable Water Bouzer Supply At Various Locations At Age B/r Mandapam Under Ge (i) (cg) Chennai,"Chennai, Tamil Nadu",15 Apr 2021,03 May 2021,₹ 4.8 Lac,https://bidassist.com/all-tenders/military-engineer-services/detail-a0c30d60-dd8f-4b5a-b067-4039882873f2?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Dr Yashwant Singh Parmar University Of Horticulture And Forestry Tender,UHF/IDP/NAHEP/2021/1269/2 Dated 06-03-2021 - Providing Vacuum Drying Equipment In-yspuhf-ns-hp-182895-go-rfq,"Solan, Himachal Pradesh",08 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/dr-yashwant-singh-parmar-university-of-horticulture-and-forestry/detail-d2684265-a7ec-4339-9276-777b30d9ff1e?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Delhi Jal Board - DJB Tender,PRESS NIT NO.28(2020-21)WW-II - Repairing/servicing Of Clarifier No.-03 Make-hdo At 1st 40 Mgd Plant At Wazirabad Water Works.,"Delhi, Delhi",01 Apr 2021,28 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/delhi-jal-board/detail-987e5d64-c121-4c86-9956-3ef69145ea7f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Gooty Nagar Palika Tender,"261/2021/E1 - Supply, Delivery And Fitting Of 15 Hp Kirloskar Motors With Pump And Specials For Janardhana Colony Elsr At Summer Storage Tank In Kandukur Municipality","Prakasam, Andhra Pradesh",24 Apr 2021,30 Apr 2021,₹ 1.6 Lac,https://bidassist.com/all-tenders/gooty-nagar-palika/detail-68ab9ae1-e7bd-424e-b5a8-815c7bee42f2?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"TENDER NOTICE NO.TO/13/2020-21, DT : 09.04.2021 - Providing Fhtcs In Paidikalva H/o Paidikalva Gp By Utilising Existing Infrastructure And Retrofitting Aumentation In Vallur Mandal","Cuddapah, Andhra Pradesh",19 Apr 2021,04 May 2021,₹ 6.2 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-1c5fe36a-2900-48ff-9322-dd70f9cb6c78?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Municipality - CDMA Tender,E1/01/2021-22 - Laying Of Water Pipe Line From H.no:8-125 To H.no:8-122 At Yella Reddy Nagar In Ward No:6 In Nagaram Municipality Under 15th Fc Grants 2020-21,Telangana,23 Apr 2021,30 Apr 2021,₹ 86 K,https://bidassist.com/all-tenders/municipality/detail-a84b7af9-664a-4762-9024-d8423e6f07ea?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Indian Oil Corporation Limited - IOCL Tender,"PHBPL/PDP/TS/06/2020-21/80 - Miniature Model Fabrication Of Spm Tanker Operation System, Cross Sectional Model Of Spm Buoy And Mbc (in Operated And Non Operated Condition) And Computerized 3d Model Of The Proposed Models For Phbpl Paradip","Jagatsinghapur, Odisha",09 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/indian-oil-corporation-limited/detail-c706fb18-bf50-45af-8eea-2b24605af468?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
